Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, post, Mid CO2",Juvenile,36,1.027,0.99,36,1.034,0.966
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, post, High CO2",Juvenile,36,1.027,0.99,36,1.285,0.894
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, pre, Mid CO2",Juvenile,36,0.889,1.176,36,0.517,0.846
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, pre, High CO2",Juvenile,36,0.889,1.176,36,0.803,1.032
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, Mid CO2",Juvenile,36,0.905,1.104,36,0.611,0.918
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, High CO2",Juvenile,36,0.905,1.104,36,0.862,1.2
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, Mid CO2",Juvenile,36,1.716,0.942,36,1.524,0.918
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, High CO2",Juvenile,36,1.716,0.942,36,1.791,0.75
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, post, Mid CO2",Juvenile,36,1.689,1.08,36,1.418,0.918
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, first feeding, post, High CO2",Juvenile,36,1.689,1.08,36,1.893,0.846
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, DS response, pre, Mid CO2",Juvenile,36,1.371,1.272,36,1.195,0.87
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, DS response, pre, High CO2",Juvenile,36,1.371,1.272,36,1.324,0.918
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, DS response, cue, Mid CO2",Juvenile,36,1.799,1.224,36,1.422,1.008
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, DS response, cue, High CO2",Juvenile,36,1.799,1.224,36,1.673,0.918
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, DS response, feed, Mid CO2",Juvenile,36,2.241,0.894,36,2.022,0.942
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, DS response, feed, High CO2",Juvenile,36,2.241,0.894,36,2.241,0.726
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, DS response, post, Mid CO2",Juvenile,36,1.763,1.08,36,1.548,0.99
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, DS response, post, High CO2",Juvenile,36,1.763,1.08,36,1.834,0.75
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, post DS response, pre, Mid CO2",Juvenile,36,1.207,1.248,36,0.889,1.104
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, post DS response, pre, High CO2",Juvenile,36,1.207,1.248,36,1.285,1.08
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, post DS response, cue, Mid CO2",Juvenile,36,1.14,1.224,36,0.788,1.2
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, post DS response, cue, High CO2",Juvenile,36,1.14,1.224,36,1.234,1.032
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, post DS response, feed, Mid CO2",Juvenile,36,2.089,1.248,36,1.838,1.08
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, post DS response, feed, High CO2",Juvenile,36,2.089,1.248,36,1.955,0.894
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, post DS response, post, Mid CO2",Juvenile,36,1.791,1.176,36,1.701,1.056
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, post DS response, post, High CO2",Juvenile,36,1.791,1.176,36,1.771,0.942
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, baseline, Mid CO2",Juvenile,36,1.807,2.976,36,1.999,3.072
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, baseline, High CO2",Juvenile,36,1.807,2.976,36,1.663,3.264
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, first feeding, Mid CO2",Juvenile,36,5.133,3.936,36,4.27,4.896
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, first feeding, High CO2",Juvenile,36,5.133,3.936,36,4.829,3.84
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator + food,"Feeding strikes, DS response, Mid CO2",Juvenile,36,5.293,3.936,36,5.261,4.128
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator + food,"Feeding strikes, DS response, High CO2",Juvenile,36,5.293,3.936,36,5.485,3.36
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, post DS response, Mid CO2",Juvenile,36,7.868,5.28,36,6.604,5.658
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, post DS response, High CO2",Juvenile,36,7.868,5.28,36,6.205,4.512
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Curvilinear velocity, mid CO2",Larvae,15,0.247,0.0116,15,0.195,0.0465
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Curvilinear velocity, high CO2",Larvae,15,0.247,0.0116,15,0.16,0.0155
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Response time, mid CO2",Larvae,15,6.029,2.5252,15,12.043,3.0868
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Response time, high CO2",Larvae,15,6.029,2.5252,15,14,9.8219
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, mid CO2",Larvae,15,0.854,0.1433,15,0.726,0.1898
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, high CO2",Larvae,15,0.854,0.1433,15,0.52,0.1317
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Wobble of swimming path, mid CO2",Larvae,15,1.144,0.2556,15,1.377,0.3021
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Wobble of swimming path, high CO2",Larvae,15,1.144,0.2556,15,1.946,0.6739
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Latency time, mid CO2",Larvae,15,0.471,0.4996,15,0.657,0.3331
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,15,Strong,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Latency time, high CO2",Larvae,15,0.471,0.4996,15,2.171,1.6034
a89,Borges et al. ,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,8,Weak,Anguilla anguilla,Temp,Yes,Habitat,"Proportion exhibiting migratory response, Geo test",Larvae,8,0.2059,0.0882,8,0.228,0.1596
a89,Borges et al. ,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,8,Weak,Anguilla anguilla,Temp,Yes,Habitat,"Number chose the kitasato with cue, Geo test",Larvae,8,1.625,0.9169,8,1.125,1.3562
a89,Borges et al. ,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,8,Weak,Anguilla anguilla,Temp,Yes,Habitat,"Proportion exhibiting migratory response, FW test",Larvae,8,0.3514,0.125,8,0.3742,0.1495
a89,Borges et al. ,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,8,Weak,Anguilla anguilla,Temp,Yes,Habitat,"Number chose the kitasato with cue, FW test",Larvae,8,3.75,2.121,8,3.125,2.1671
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 0",Larvae,66,4.038,1.4786,66,3.646,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 1",Larvae,66,5.83,2.6159,66,6.544,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 2",Larvae,66,6.047,2.7297,66,7.188,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 3",Larvae,66,6.254,3.2984,66,7.216,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 4",Larvae,66,6.609,3.7533,66,7.16,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 5",Larvae,66,4.686,2.161,66,3.492,1.4786
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 6",Larvae,66,3.646,2.6159,66,2.498,1.5923
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 7",Larvae,66,3.114,2.9571,66,2.232,1.5923
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 8",Larvae,66,2.75,3.1846,66,2.078,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 0",Larvae,66,4.038,1.4786,66,3.646,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 1",Larvae,66,5.83,2.6159,66,6.334,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 2",Larvae,66,6.047,2.7297,66,6.747,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 3",Larvae,66,6.254,3.2984,66,6.999,1.5923
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 4",Larvae,66,6.609,3.7533,66,7.055,1.3648
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 5",Larvae,66,4.686,2.161,66,4.112,1.4786
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 6",Larvae,66,3.646,2.6159,66,2.908,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 7",Larvae,66,3.114,2.9571,66,2.542,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 8",Larvae,66,2.75,3.1846,66,2.149,1.706
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 0",Larvae,66,4.03,1.8198,66,3.82,1.8198
